autor_nombre_alejandria	id_alejandria	phonetic_code	normalized_name_alejandria	name_cdl	summary_cdl	image_url_cdl	id_cdl	normalized_name_cdl	tokens_cdl	key_ol	birth_date_ol	death_date_ol	name_ol	bio_ol	alternate_names_ol	picture_ol	normalized_name_ol	tokens_ol	priority_score
RAY BRADBURY	{'9789802716616', '9789802716395', '9786287586093', '9788412537109'}	PRTPRR	ray bradbury	Ray Bradbury	Ray Bradbury nació en Waukegan, Illinois, en 1920, y residía en Los Ángeles desde 1934, ciudad en la que falleció el 05 de junio de 2012. Bradbury fue un ávido lector en su juventud además de un escritor aficionado. No pudo asistir a la universidad por razones económicas. Para ganarse la vida, comenzó a vender periódicos. Se formaría como escritor de manera autodidacta a través de libros, comenzando a escribir cuentos con una máquina de escribir. Sus primeros trabajos los vendió a revistas a comienzos de los 40. Entre novelas, colecciones de cuentos, poemas y obras de teatro, ha publicado más de una treintena de libros. Ha desarrollado una amplia actividad en el mundo del cine, el teatro y la televisión. En 1989 fue nombrado Gran Maestro de la SFWA (Asociación de autores de ciencia ficción norteamericanos) y en 1999 recibió el SF Hall of Fame por toda su carrera.	/mnt/datadrive/CasaDelLibro/author_images/2932.webp	2932.0	ray bradbury	bradbury ray	OL24137A	22 August 1920	5 June 2012	Ray Bradbury	"Ray Bradbury is one of those rare individuals whose writing has changed the way people think. His more than five hundred published works -- short stories, novels, plays, screenplays, television scripts, and verse -- exemplify the American imagination at its most creative. 

Once read, his words are never forgotten. His best-known and most beloved books, *The Martian Chronicles*, *The Illustrated Man*, *Fahrenheit 451* and *Something Wicked This Way Comes*, are masterworks that readers carry with them over a lifetime. His timeless, constant appeal to audiences young and old has proven him to be one of the truly classic authors of the 20th Century -- and the 21st. 

In recognition of his stature in the world of literature and the impact he has had on so many for so many years, Bradbury was awarded the National Book Foundation's 2000 Medal for Distinguished Contribution to American Letters, an the National Medal of Arts in 2004. 

([Source][1])


  [1]: http://www.raybradbury.com/about.html"	Rej Bredberi	/mnt/datadrive/OpenLibrary/author_images/OL24137A.jpg	ray bradbury	bradbury ray	6
		ALNKMMRKR								OL241416A	20 May 1904	30 June 1966	Margery Allingham	"Margery Louise Allingham was an English writer of detective fiction, best remembered for her ""golden age"" stories featuring gentleman sleuth Albert Campion. - Wikipedia"	Maxwell March	/mnt/datadrive/OpenLibrary/author_images/OL241416A.jpg	margery allingham	allingham margery	2
A.M SPERBER	{'9788483100912'}	AMSPRPR	a.m sperber	A.M. Sperber	Ann M. Sperber nació en Viena, se graduó en el Barnard College y obtuvo una beca Fulbright en ciencias políticas. Su anterior libro, la biografía Murrow: His Life and Times, recibió muy buena crítica y fue finalista del premio Pulitzer. Eric Lax nació en la Columbia Británica, Canadá, y se graduó en el Hobart College. Entre sus libros figuran Life and Death on 10 West y Woody Allen. Una biografía, la única que Allen ha avalado hasta ahora y que fue recibida con grandes elogios por la crítica.		10685.0	a.m. sperber	a m sperber	OL241552A	1935		A. M. Sperber		A.M. Sperber	/mnt/datadrive/OpenLibrary/author_images/OL241552A.jpg	a. m. sperber	a m sperber	4
DIANA SOUHAMI	{'9788483107881'}	TNSHM	diana souhami	Diana Souhami	Diana Souhami trabajaba en una editorial hasta que se dio a conocer en Inglaterra, su país de origen, gracias a sus obras de teatro para televisión y radio, algunas de las cuales también han sido representadas en teatros de Londres, Edimburgo y Bristol. Ha publicado cuentos y críticas literarias y teatrales en revistas como New Statesman. En 1988 sacó a la luz Gluck: her Biography mientras reunía el material para Gertrude y Alice (Andanzas 199), documentadísima y espléndida biografía de la relación entre la escritora norteamericana Gertrude Stein y su célebre amiga íntima, Alice B. Toklas.		28254.0	diana souhami	diana souhami	OL242266A	1940		Diana Souhami	English writer of biographies	DIANA SOUHAMI	/mnt/datadrive/OpenLibrary/author_images/OL242266A.jpg	diana souhami	diana souhami	5
CHUCK PALANHIUK	{'9788497594820', '9788497935135'}	XKPLNK	chuck palanhiuk	Chuck Palahniuk	"Chuck Palahniuk nació en el estado de Washington en 1962. Es licenciado en periodismo y ha trabajado en una empresa de fabricación de contenedores, en una cadena de montaje y como mecánico. Escribió su primera novela, El club de la lucha, en tres meses; casi tan rápida fue también su conversión en un bestseller que, además, terminó siendo adaptada al cine. Actualmente es un autor de gran éxito cuyo nombre aparece muy a menudo en la lista de los más vendidos en Estados Unidos. Otros títulos del autor son Monstruos invisibles, Asfixia, Nana, Diario. Una novela, Error humano, Fantasmas, Rant. La vida de un asesino, Snuff, Pigmeo, Al desnudo, Condenada y su continuación, Maldita.

Vive en la Costa Noroeste de Estados Unidos.

Fotografía: © Adam Levey"	/mnt/datadrive/CasaDelLibro/author_images/40415.webp	40415.0	chuck palahniuk	chuck palahniuk	OL24312A	21 February 1962		Chuck Palahniuk	"Charles Michael ""Chuck"" Palahniuk is an American transgressional fiction novelist and freelance journalist. He is best known for the award-winning novel <em>Fight Club</em>, which was later made into a film directed by David Fincher. He lives near Vancouver, Washington.<sup>[1][1]</sup>


  [1]: http://en.wikipedia.org/wiki/Chuck_Palahniuk"	"Charles Michael ""Chuck"" Palahniuk"	/mnt/datadrive/OpenLibrary/author_images/OL24312A.jpg	chuck palahniuk	chuck palahniuk	6
		KPRMRN								OL2434619A			Merian C. Cooper		Merian C. Cooper	/mnt/datadrive/OpenLibrary/author_images/OL2434619A.jpg	merian c. cooper	c cooper merian	1
ANDREW O HAGAN	{'9788489846739'}	ANTRKN	andrew o hagan	ANDREW O HAGAN			15651.0	andrew o hagan	andrew hagan o	OL24450A	1968		Andrew O'Hagan		Andrew O'Hagan	/mnt/datadrive/OpenLibrary/author_images/OL24450A.jpg	andrew o'hagan	andrew o'hagan	3
CHRISTIANE NORTHRUP	{'9788479537272'}	KRSXNNR0RP	christiane northrup	Christiane Northrup			17621.0	christiane northrup	christiane northrup	OL244583A			Christiane Northrup		Christiane Northrup	/mnt/datadrive/OpenLibrary/author_images/OL244583A.jpg	christiane northrup	christiane northrup	3
RUDYARD KIPLING	{'9789802717699', '9789802717910', '9788417127169'}	KPLNKRTRT	rudyard kipling	Rudyard Kipling	Bombay, (1865-1936). Rudyard Kipling escribió novelas, poemas y relatos ambientados principalmente en la India y Birmania durante la época de gobierno británico. Kipling fue un escritor prolífico y popular, y su literatura gira siempre en torno a tres ejes: el patriotismo, el deber de los ingleses de llevar una vida de intensa actividad y el destino de Inglaterra, llamada a ser un gran imperio. Su insistencia en este último aspecto era sin duda un eco del pasado victoriano, y perjudicó gravemente su reputación como escritor, a pesar de que fue el primer autor británico galardonado con el Nobel de Literatura.	/mnt/datadrive/CasaDelLibro/author_images/kipling_foto.webp	3693.0	rudyard kipling	kipling rudyard	OL24461A	30 December 1865	18 January 1936	Rudyard Kipling	"Rudyard Kipling was a British author and poet. Born in Bombay, in British India, he is best known for his works of fiction ""[The Jungle Book][1]"" (1894). He is regarded as a major ""innovator in the art of the short story""; his children's books are enduring classics of children's literature. ([Source][2])


  [1]: /works/OL15400121W/
  [2]: http://en.wikipedia.org/wiki/Rudyard_Kipling"	Rudyard, Kipling	/mnt/datadrive/OpenLibrary/author_images/OL24461A.jpg	rudyard kipling	kipling rudyard	6
ARISTÓFANES	{'9788449419539'}	ARSTFNS	aristofanes							OL24462A	ca. 450 B.C.	ca. 385 B.C.	Aristophanes		Aristophane	/mnt/datadrive/OpenLibrary/author_images/OL24462A.jpg	aristophanes	aristophanes	2
PHILIPPE DELERM	{'9788483101971'}	TLRMFLP	philippe delerm	Philippe Delerm	Philippe Delerm nació en 1950 en Auvers-sur-Oise (Francia). Es profesor de literatura en una escuela de Beaumont-le-Roger, donde también entrena a un equipo de fútbol local. Fiel a su filosofía de la vida, Delerm es un autor que, pese al éxito de sus obras y a los premios recibidos, vive ajeno a toda la aureola pública que conlleva a veces el mundo literario. Además de El primer trago de cerveza, ha publicado Sundborn ou Les jours de lumière, por el que en 1998 recibió el Prix National des Libraires y el Prix National de Bibliothécaires, y en Tusquets Editores han aparecido también las novelas Llovió todo el domingo y  La quinta estación (Andanzas 396 y 468) y el libro de relatos breves La siesta asesinada (Los 5 Sentidos 35).		19398.0	philippe delerm	delerm philippe	OL24478A	1950		Philippe Delerm		Philippe Delerm	/mnt/datadrive/OpenLibrary/author_images/OL24478A.jpg	philippe delerm	delerm philippe	4
DON GOSSETT	{'0829704914'}	TNKST	don gossett							OL2461297A	1929		Don Gossett		Don Gossett	/mnt/datadrive/OpenLibrary/author_images/OL2461297A.jpg	don gossett	don gossett	2
PAUL WALLACE	{'9788432310416'}	PLLS	paul wallace	PAUL WALLACE			11906.0	paul wallace	paul wallace	OL2463664A			Paul Wallace		Paul Wallace	/mnt/datadrive/OpenLibrary/author_images/OL2463664A.jpg	paul wallace	paul wallace	3
CHARLES DICKENS	{'9789876276399', '9788444145853'}	XRLSTKNS	charles dickens							OL24638A	7 February 1812	9 June 1870	Charles Dickens	"Charles Dickens, was the most popular English novelist of the Victorian era, and one of the most popular of all time. He created some of literature's most iconic characters, with the theme of social reform running throughout his work. The continuing popularity of his novels and short stories is such that they have never gone out of print. ([Source][1].)

[1]:http://en.wikipedia.org/wiki/Charles_Dickens"	Charles John Huffam Dickens	/mnt/datadrive/OpenLibrary/author_images/OL24638A.jpg	charles dickens	charles dickens	3
CORINA MICHELENA	{'9789806741812'}	KRNMXLN	corina michelena							OL2467299A			Corina Michelena		Corina Michelena	/mnt/datadrive/OpenLibrary/author_images/OL2467299A.jpg	corina michelena	corina michelena	2
PAUL STRATHERN	{'9788432310195', '9788432309854', '9788432310188', '9788432309946', '9788432309953', '9788432311659', '9788432309830'}	PLSTR0RN	paul strathern	Paul Strathern	Nació en Londres en 1940, estudió Física y Química y Matemáticas en el Trinity College de Dublín antes de dedicarse a la Filosofía. Autor de la famosa serieFilósofos en 90 minutos(publicada por siglo XXI), su obra ha sido traducida a una docena de idiomas. En la actualidad es lector en la Kingston Univerity, donde ha sido también profesor de matemáticas, filosofía y poesía moderna italiana. Una de sus obras de mayor éxito esLos Médici: padrinos del renacimiento, habiendo escrito también varias novelas, biografías y libros de viajes.		15310.0	paul strathern	paul strathern	OL24693A	1940		Paul Strathern		PAUL STRATHERN	/mnt/datadrive/OpenLibrary/author_images/OL24693A.jpg	paul strathern	paul strathern	4
		AJMSR								OL246965A			James A. Ray		James A. Ray	/mnt/datadrive/OpenLibrary/author_images/OL246965A.jpg	james a. ray	a james ray	1
MARIETA CANTOS CASENAVE	{'9788437622415'}	KNTSKSNFMRT	marieta cantos casenave	Marieta Cantos Casenave			12952.0	marieta cantos casenave	cantos casenave marieta	OL2473383A			Marieta Cantos Casenave		Marieta Cantos Casenave	/mnt/datadrive/OpenLibrary/author_images/OL2473383A.jpg	marieta cantos casenave	cantos casenave marieta	3
DAVID MCNAB	{'9788474327656'}	TFTMKNP	david mcnab							OL247526A			David McNab		David McNab	/mnt/datadrive/OpenLibrary/author_images/OL247526A.jpg	david mcnab	david mcnab	2
SHERWOOD ANDERSON	{'9781598532043'}	ANTRSNXRT	sherwood anderson							OL24762A	1876	1941	Sherwood Anderson	"Sherwood Anderson was born in Camden, Ohio on the  13th of September, 1876. He attended school only intermittently, while helping to support his family by working as a newsboy, housepainter, stock handler, and stable groom. At the age of 17 he moved to Chicago where he worked as a warehouse laborer and attended business classes at night. During the Spanish-American war Anderson fought in Cuba and returned after the war to Ohio, for a final year of schooling at Wittenberg College, Springfield.  Anderson's two first novels were Windy McPherson’s Son (1916) and Marching Men (1917), both containing the psychological themes of inner lives of Midwestern villages, the pursuit of success and disillusionment. His third novel, Winesburg, Ohio, was ""half individual tales, half long novel form"", as the author himself described it. It consisted of twenty-three thematically related sketches and stories. Written in a simple, realistic language illuminated by a muted lyricism, Anderson dramatized crucial episodes in the lives of his characters. In 1921 Anderson received the first Dial Award for his contribution to American literature. After traveling extensively in Europe, he returned back to the United States, settling in New Orleans, where he shared an apartment with William Faulkner. From New Orleans Anderson moved to New York for some time, and from there finally to Marion, Virginia, where he built a country house, and worked as a farmer and journalist. In 1927 he bought both of Marion's weekly newspapers, one Republican, one Democrat, and edited them for two years. To earn extra income he continued his series of lectures throughout the country. Commissioned by Today magazine, Anderson studied the labor conditions during the Depression and collected his articles in Puzzled America (1935). Anderson's newspaper pieces were collected in Hello Towns (1929), Return to Winesburg (1967) and The Buck Fever Papers (1971). 
Anderson's best works influenced almost every important American writer of the next generation. He also encouraged William Faulkner and Ernest Hemingway in their writing aspirations. Anderson died of peritonitis on an unofficial good-will tour to South America, at Christobal, Canal Zone, on March 8, in 1941.

--from thefreelibrary.com"	SHERWOOD ANDERSON	/mnt/datadrive/OpenLibrary/author_images/OL24762A.jpg	sherwood anderson	anderson sherwood	3
ESTHER HAVA GARCIA	{'9788481643749'}	AS0RKRSF	esther hava garcia	Esther Hava García			77935.0	esther hava garcia	esther garcia hava	OL2485296A			Esther Hava García		Esther Hava García	/mnt/datadrive/OpenLibrary/author_images/OL2485296A.jpg	esther hava garcia	esther garcia hava	3
PEDRO MIGUEL LAMET	{'9788481643893'}	LMTMKLPTR	pedro miguel lamet	Pedro Miguel Lamet	Ha publicado más de treinta libros de muy diversos géneros, desde la poesía a la novela, pasando por la biografía, la historia, el ensayo y el periodismo de investigación. Además de director del semanario Vida Nueva y conocido columnista de diversos periódicos y revistas, fue profesor de Estética y Cinematografía en varias universidades, como Deusto y Valladolid, y ha obtenido diversos premios literarios. De su extensa obra destacan los ensayosLa seducción de Dios(1991),Cartas a Marian(1997) yLa santa de Galdós(2000); las biografías de Pedro Arrupe (1989, 2002),Juan Pablo II, hombre y papa(1995) yJosé María Rubio, como lámpara encendida(2003); y las novelas históricasEl caballero de las dos banderas(2000),El esclavo blanco(2002) yBorja, los enigmas del duque(2003).	/mnt/datadrive/CasaDelLibro/author_images/lamet.webp	20782.0	pedro miguel lamet	lamet miguel pedro	OL248707A	1941	)	Pedro Miguel Lamet	"Pedro Miguel Lamet nació en Cádiz el 13 de marzo de 1941.

Durante más de 50 años, ha compatibilizado su pertenencia a la Compañía de Jesús, con sus prólijas actividades como periodista, escritor y poeta. Con 35 libros a sus espaldas ha cultivado casi todos los géneros: la poesía, el ensayo, la novela, la biografía y el libro periodístico.

Ingresa en los jesuitas en el 58. Se licencia en Filosofía, Teología y Ciencias de la Información y se diploma en Cinematografía, otra de sus grandes pasiones, que le lleva a ejercer como profesor de Estética y Teoría del Cine en varias Universidades. En este periodo enseña en la Universidad de Valladolid, en Deusto y en la Universidad de Caracas. Desde entonces nunca abandona la crítica cinematográfica. No deja de escribir y colaborar con periódicos y revistas. La críica a subrayado su exquisita sensibilidad literaria y la habilidad de insuflar su sentido poético en cualquier género"	Pedro Miguel Lamet	/mnt/datadrive/OpenLibrary/author_images/OL248707A.jpg	pedro miguel lamet	lamet miguel pedro	6
